Time,Open,High,Low,Latest,Change,%Change,Volume
19/04/2000,104.7,105.04,104.25,104.78,0.08,0.08%,0
20/04/2000,104.78,105.76,104.53,105.72,0.94,0.90%,0
21/04/2000,105.69,105.89,105.45,105.75,0.03,0.03%,0
24/04/2000,105.81,105.99,105.11,105.78,0.03,0.03%,0
25/04/2000,105.77,106.31,105.24,106.25,0.47,0.44%,0
26/04/2000,106.25,106.75,105.55,106.24,-0.01,-0.01%,0
27/04/2000,106.22,106.58,105.88,106.42,0.18,0.17%,0
28/04/2000,106.39,108.32,106.39,108.12,1.7,1.60%,0
1/05/2000,108.12,109.03,107.7,108.76,0.64,0.59%,0
2/05/2000,108.74,108.96,108.25,108.48,-0.28,-0.26%,0
3/05/2000,108.44,109.48,108.37,109,0.52,0.48%,0
4/05/2000,109.02,109.61,107.71,108.02,-0.98,-0.90%,0
5/05/2000,108.03,108.66,107.28,108.46,0.44,0.41%,0
8/05/2000,108.56,109.2,108.33,109,0.54,0.50%,0
9/05/2000,108.92,109.66,108.6,109.11,0.11,0.10%,0
10/05/2000,109.12,109.61,108.63,109.51,0.4,0.37%,0
11/05/2000,109.49,110.03,108.14,108.5,-1.01,-0.92%,0
12/05/2000,108.48,109.04,107.72,108.48,-0.02,-0.02%,0
15/05/2000,108.46,109.57,108.45,109.39,0.91,0.84%,0
16/05/2000,109.36,109.89,108.79,109.63,0.24,0.22%,0
17/05/2000,109.61,109.99,109.04,109.4,-0.23,-0.21%,0
18/05/2000,109.27,109.43,108.5,108.69,-0.71,-0.65%,0
19/05/2000,108.72,108.88,106.35,106.91,-1.78,-1.64%,0
22/05/2000,106.88,107.45,106.83,107.07,0.16,0.15%,0
23/05/2000,107.11,107.3,106.45,106.53,-0.54,-0.50%,0
24/05/2000,106.46,107.98,106.42,107.88,1.35,1.27%,0
25/05/2000,107.75,108.06,107.29,107.41,-0.47,-0.44%,0
26/05/2000,107.37,107.83,106.58,107.1,-0.31,-0.29%,0
29/05/2000,106.9,107.37,106.72,106.92,-0.18,-0.17%,0
30/05/2000,106.93,107.05,106.08,106.45,-0.47,-0.44%,0
31/05/2000,106.46,107.91,106.2,107.7,1.25,1.17%,0
1/06/2000,107.67,108.98,107.63,108.51,0.81,0.75%,0
2/06/2000,108.49,109.01,107.67,107.97,-0.54,-0.50%,0
5/06/2000,108.05,108.29,107.28,107.35,-0.62,-0.57%,0
6/06/2000,107.3,107.59,105.24,105.81,-1.54,-1.43%,0
7/06/2000,105.78,106.25,105.07,105.5,-0.31,-0.29%,0
8/06/2000,105.45,106.22,105.33,106,0.5,0.47%,0
9/06/2000,106,107.01,105.85,106.86,0.86,0.81%,0
12/06/2000,106.83,107.18,106.36,106.79,-0.07,-0.07%,0
13/06/2000,106.81,107.01,106.22,106.92,0.13,0.12%,0
14/06/2000,106.9,107.13,106.32,106.58,-0.34,-0.32%,0
15/06/2000,106.6,106.7,105.9,106.56,-0.02,-0.02%,0
16/06/2000,106.53,106.59,106.05,106.36,-0.2,-0.19%,0
19/06/2000,106.37,106.5,105.62,105.95,-0.41,-0.39%,0
20/06/2000,105.93,105.93,105.24,105.52,-0.43,-0.41%,0
21/06/2000,105.5,105.65,105.19,105.61,0.09,0.09%,0
22/06/2000,105.57,105.63,104.15,104.6,-1.01,-0.96%,0
23/06/2000,104.56,104.9,103.94,104.71,0.11,0.11%,0
26/06/2000,104.49,105.76,104.3,105.65,0.94,0.90%,0
27/06/2000,105.65,105.89,105.25,105.34,-0.31,-0.29%,0
28/06/2000,105.28,105.78,105.28,105.52,0.18,0.17%,0
29/06/2000,105.5,105.63,104.4,105.25,-0.27,-0.26%,0
30/06/2000,105.3,106.35,104.76,106.05,0.8,0.76%,0
3/07/2000,105.99,106.46,105.62,105.64,-0.41,-0.39%,0
4/07/2000,105.65,106.53,105.3,106.11,0.47,0.44%,0
5/07/2000,106.07,107.23,105.83,107.05,0.94,0.89%,0
6/07/2000,107.05,107.53,106.86,107.45,0.4,0.37%,0
7/07/2000,107.44,107.95,107.23,107.91,0.46,0.43%,0
10/07/2000,108.05,108.05,106.59,107.04,-0.87,-0.81%,0
11/07/2000,106.96,107.18,106.61,107.12,0.08,0.07%,0
12/07/2000,107.09,108.46,107.05,108.12,1,0.93%,0
13/07/2000,108.08,108.4,106.99,108.11,-0.01,-0.01%,0
14/07/2000,108.11,108.42,107.75,107.81,-0.3,-0.28%,0
17/07/2000,107.82,108.8,107.32,108.06,0.25,0.23%,0
18/07/2000,108.02,108.4,107.63,108.29,0.23,0.21%,0
19/07/2000,108.26,108.36,107.76,108.3,0.01,0.01%,0
20/07/2000,108.3,108.31,107.33,107.65,-0.65,-0.60%,0
21/07/2000,107.69,109.17,107.42,108.85,1.2,1.11%,0
24/07/2000,108.83,109.11,108.5,108.78,-0.07,-0.06%,0
25/07/2000,108.74,109.31,108.59,109.01,0.23,0.21%,0
26/07/2000,109.04,109.38,108.94,109.21,0.2,0.18%,0
27/07/2000,109.19,109.33,108.74,109.21,0,0.00%,0
28/07/2000,109.2,109.78,108.55,109.48,0.27,0.25%,0
31/07/2000,109.43,109.8,109.18,109.44,-0.04,-0.04%,0
1/08/2000,109.39,109.76,108.96,109.21,-0.23,-0.21%,0
2/08/2000,109.21,109.32,108.35,108.91,-0.3,-0.27%,0
3/08/2000,108.94,109.15,107.96,108.36,-0.55,-0.51%,0
4/08/2000,108.42,108.62,108.08,108.57,0.21,0.19%,0
7/08/2000,108.56,109.15,108.53,109.11,0.54,0.50%,0
8/08/2000,109.08,109.24,108.35,108.6,-0.51,-0.47%,0
9/08/2000,108.61,108.7,107.78,107.86,-0.74,-0.68%,0
10/08/2000,107.81,109.1,107.5,108.8,0.94,0.87%,0
11/08/2000,108.73,108.95,108.33,108.55,-0.25,-0.23%,0
14/08/2000,108.57,109.62,108.57,109.41,0.86,0.79%,0
15/08/2000,109.42,109.6,108.91,109.03,-0.38,-0.35%,0
16/08/2000,109.01,109.18,108.34,108.6,-0.43,-0.39%,0
17/08/2000,108.54,108.66,108.26,108.61,0.01,0.01%,0
18/08/2000,108.56,109.11,108.09,108.38,-0.23,-0.21%,0
21/08/2000,108.3,108.75,107.84,108.63,0.25,0.23%,0
22/08/2000,108.65,108.69,108.15,108.28,-0.35,-0.32%,0
23/08/2000,108.2,108.43,106.87,107.13,-1.15,-1.06%,0
24/08/2000,107.04,107.36,106.62,106.83,-0.3,-0.28%,0
25/08/2000,106.85,107.27,106.66,106.8,-0.03,-0.03%,0
28/08/2000,106.8,106.85,106.09,106.43,-0.37,-0.35%,0
29/08/2000,106.48,106.73,106.02,106.12,-0.31,-0.29%,0
30/08/2000,106.09,106.71,105.93,106.55,0.43,0.41%,0
31/08/2000,106.49,106.84,106.29,106.67,0.12,0.11%,0
1/09/2000,106.75,106.76,105.59,105.92,-0.75,-0.70%,0
4/09/2000,105.93,105.97,105.61,105.82,-0.1,-0.09%,0
5/09/2000,105.78,106.5,105.78,105.8,-0.02,-0.02%,0
6/09/2000,105.8,106.13,105.58,105.82,0.02,0.02%,0
7/09/2000,105.83,106.45,104.83,105.08,-0.74,-0.70%,0
8/09/2000,105.14,106.25,105.09,106.11,1.03,0.98%,0
11/09/2000,106.05,106.55,105.9,106.02,-0.09,-0.08%,0
12/09/2000,106.01,107.03,106.01,106.76,0.74,0.70%,0
13/09/2000,106.74,107.32,106.74,107.12,0.36,0.34%,0
14/09/2000,107.14,107.66,106.94,107.63,0.51,0.48%,0
15/09/2000,107.55,107.76,107.07,107.07,-0.56,-0.52%,0
18/09/2000,107.15,107.23,106.7,106.89,-0.18,-0.17%,0
19/09/2000,106.87,107.13,106.7,106.99,0.1,0.09%,0
20/09/2000,106.96,107.38,106.41,106.54,-0.45,-0.42%,0
21/09/2000,106.58,106.77,106.3,106.63,0.09,0.08%,0
22/09/2000,106.58,108.11,106.44,107.89,1.26,1.18%,0
25/09/2000,107.65,108.13,107.41,107.83,-0.06,-0.06%,0
26/09/2000,107.82,107.82,107.18,107.63,-0.2,-0.19%,0
27/09/2000,107.58,107.88,107.2,107.35,-0.28,-0.26%,0
28/09/2000,107.32,107.77,107.22,107.58,0.23,0.21%,0
29/09/2000,107.59,108.5,107.53,108.09,0.51,0.47%,0
2/10/2000,108.11,108.96,108.08,108.9,0.81,0.75%,0
3/10/2000,108.84,108.98,108.44,108.87,-0.03,-0.03%,0
4/10/2000,108.85,109.45,108.6,109.36,0.49,0.45%,0
5/10/2000,109.34,109.58,109.05,109.1,-0.26,-0.24%,0
6/10/2000,109.09,109.16,108.68,108.74,-0.36,-0.33%,0
9/10/2000,108.91,109.13,108.71,108.71,-0.03,-0.03%,0
10/10/2000,108.77,108.87,107.67,107.74,-0.97,-0.89%,0
11/10/2000,107.73,108.13,107.49,107.64,-0.1,-0.09%,0
12/10/2000,107.65,108.14,107.35,107.68,0.04,0.04%,0
13/10/2000,107.64,107.96,107.54,107.82,0.14,0.13%,0
16/10/2000,107.74,108.36,107.52,108.06,0.24,0.22%,0
17/10/2000,108.03,108.23,107.88,107.99,-0.07,-0.06%,0
18/10/2000,107.98,108.33,107.45,107.8,-0.19,-0.18%,0
19/10/2000,107.74,108.6,107.61,108.31,0.51,0.47%,0
20/10/2000,108.3,109.15,108.25,108.81,0.5,0.46%,0
23/10/2000,108.88,109.04,108.18,108.18,-0.63,-0.58%,0
24/10/2000,108.18,108.46,107.79,107.79,-0.39,-0.36%,0
25/10/2000,107.82,108.3,107.65,108.11,0.32,0.30%,0
26/10/2000,108.14,108.62,107.96,108.41,0.3,0.28%,0
27/10/2000,108.38,108.82,108.24,108.68,0.27,0.25%,0
30/10/2000,108.96,109.28,108.44,108.93,0.25,0.23%,0
31/10/2000,108.93,109.29,108.74,108.99,0.06,0.06%,0
1/11/2000,108.92,108.95,108.15,108.19,-0.8,-0.73%,0
2/11/2000,108.15,108.45,108,108.12,-0.07,-0.06%,0
3/11/2000,108.13,108.31,106.84,106.96,-1.16,-1.07%,0
6/11/2000,107.07,107.57,106.9,107.44,0.48,0.45%,0
7/11/2000,107.43,107.51,106.96,107.01,-0.43,-0.40%,0
8/11/2000,107.04,107.81,106.96,107.24,0.23,0.21%,0
9/11/2000,107.22,107.83,107.14,107.32,0.08,0.07%,0
10/11/2000,107.33,107.96,107.33,107.89,0.57,0.53%,0
13/11/2000,107.88,108.1,107.41,107.68,-0.21,-0.19%,0
14/11/2000,107.66,108.23,107.52,108.18,0.5,0.46%,0
15/11/2000,108.15,108.93,108.02,108.82,0.64,0.59%,0
16/11/2000,108.78,109.09,108.7,108.95,0.13,0.12%,0
17/11/2000,108.89,109.03,108.62,108.86,-0.09,-0.08%,0
20/11/2000,108.85,110.34,108.78,109.88,1.02,0.94%,0
21/11/2000,109.86,110.41,109.65,110.1,0.22,0.20%,0
22/11/2000,110.05,110.33,109.53,110.2,0.1,0.09%,0
23/11/2000,110.17,110.43,110.04,110.33,0.13,0.12%,0
24/11/2000,110.29,111.41,110.16,111.22,0.89,0.81%,0
27/11/2000,111.28,111.52,110.52,110.63,-0.59,-0.53%,0
28/11/2000,110.64,110.8,110.05,110.15,-0.48,-0.43%,0
29/11/2000,110.13,111.32,109.84,111.18,1.03,0.94%,0
30/11/2000,111.22,111.35,110.33,110.33,-0.85,-0.76%,0
1/12/2000,110.35,112.01,110.32,111.18,0.85,0.77%,0
4/12/2000,111.44,111.44,110.45,110.96,-0.22,-0.20%,0
5/12/2000,110.98,111.36,110.45,111.12,0.16,0.14%,0
6/12/2000,111.11,111.15,110.22,110.31,-0.81,-0.73%,0
7/12/2000,110.25,110.82,110.16,110.39,0.08,0.07%,0
8/12/2000,110.42,111.48,110.42,111.01,0.62,0.56%,0
11/12/2000,111.32,111.4,110.58,110.78,-0.23,-0.21%,0
12/12/2000,110.77,111.73,110.73,111.44,0.66,0.60%,0
13/12/2000,111.44,112.73,111.34,112.29,0.85,0.76%,0
14/12/2000,112.24,112.8,111.95,111.95,-0.34,-0.30%,0
15/12/2000,111.95,112.75,111.9,112.62,0.67,0.60%,0
18/12/2000,112.43,112.73,111.93,112.25,-0.37,-0.33%,0
19/12/2000,112.23,112.58,111.84,112.39,0.14,0.12%,0
20/12/2000,112.39,113.03,112.39,112.76,0.37,0.33%,0
21/12/2000,112.75,113.15,111.9,112.06,-0.7,-0.62%,0
22/12/2000,112.12,112.92,112.05,112.87,0.81,0.72%,0
25/12/2000,112.84,112.99,112.75,112.88,0.01,0.01%,0
26/12/2000,112.89,113.67,112.89,113.55,0.67,0.59%,0
27/12/2000,113.57,114.37,113.42,114.15,0.6,0.53%,0
28/12/2000,114.12,114.89,114.12,114.41,0.26,0.23%,0
29/12/2000,114.38,115.05,114.22,114.34,-0.07,-0.06%,0
2/01/2001,114.32,115.06,114.26,114.35,0.01,0.01%,0
3/01/2001,114.39,114.66,113.6,113.61,-0.74,-0.65%,0
4/01/2001,113.57,115.77,113.57,115.65,2.04,1.80%,0
5/01/2001,115.64,116.9,115.52,116.52,0.87,0.75%,0
8/01/2001,116.6,116.62,115.67,115.95,-0.57,-0.49%,0
9/01/2001,115.99,116.93,115.69,116.83,0.88,0.76%,0
10/01/2001,116.79,117.13,115.79,116.51,-0.32,-0.27%,0
11/01/2001,116.5,117.83,116.32,117.72,1.21,1.04%,0
12/01/2001,117.76,118.57,117.38,118.45,0.73,0.62%,0
15/01/2001,118.31,119.35,118.31,118.95,0.5,0.42%,0
16/01/2001,118.96,119.14,117.1,117.63,-1.32,-1.11%,0
17/01/2001,117.64,118.95,116.97,118.83,1.2,1.02%,0
18/01/2001,118.75,119.84,117.68,118.05,-0.78,-0.66%,0
19/01/2001,118.1,118.28,117.03,117.14,-0.91,-0.77%,0
22/01/2001,117.15,117.23,116.16,116.28,-0.86,-0.73%,0
23/01/2001,116.25,117.43,116.25,116.81,0.53,0.46%,0
24/01/2001,116.7,118.45,116.54,117.84,1.03,0.88%,0
25/01/2001,117.77,118.13,116.39,116.78,-1.06,-0.90%,0
26/01/2001,116.77,117.55,116.36,117.26,0.48,0.41%,0
29/01/2001,117.33,117.73,116.19,116.71,-0.55,-0.47%,0
30/01/2001,116.7,116.93,115.66,115.82,-0.89,-0.76%,0
31/01/2001,115.83,116.67,115.65,116.48,0.66,0.57%,0
1/02/2001,116.48,116.75,115.3,115.6,-0.88,-0.76%,0
2/02/2001,115.63,115.9,114.98,115.63,0.03,0.03%,0
5/02/2001,115.64,116.04,114.64,114.72,-0.91,-0.79%,0
6/02/2001,114.69,115.25,114.38,114.76,0.04,0.03%,0
7/02/2001,114.76,116.35,114.69,116.24,1.48,1.29%,0
8/02/2001,116.28,116.75,115.88,116.69,0.45,0.39%,0
9/02/2001,116.7,117.75,116.34,117.48,0.79,0.68%,0
12/02/2001,117.61,117.92,117.38,117.42,-0.06,-0.05%,0
13/02/2001,117.41,117.6,116.58,116.85,-0.57,-0.49%,0
14/02/2001,116.81,116.89,116.08,116.41,-0.44,-0.38%,0
15/02/2001,116.33,116.43,115.37,115.37,-1.04,-0.89%,0
16/02/2001,115.4,115.9,114.58,115.62,0.25,0.22%,0
19/02/2001,115.86,116.18,115.64,116.02,0.4,0.35%,0
20/02/2001,115.97,116.28,115.24,115.66,-0.36,-0.31%,0
21/02/2001,115.71,116.84,115.34,116.56,0.9,0.78%,0
22/02/2001,116.51,117.18,115.86,116.86,0.3,0.26%,0
23/02/2001,116.89,117.18,115.67,115.78,-1.08,-0.92%,0
26/02/2001,115.87,116.75,115.8,116.42,0.64,0.55%,0
27/02/2001,116.4,116.56,115.95,116.02,-0.4,-0.34%,0
28/02/2001,116.02,117.54,115.93,117.28,1.26,1.09%,0
1/03/2001,117.32,117.55,117.04,117.34,0.06,0.05%,0
2/03/2001,117.42,119.28,117.31,119.01,1.67,1.42%,0
5/03/2001,118.95,119.72,118.66,119.16,0.15,0.13%,0
6/03/2001,119.13,119.24,118.3,118.79,-0.37,-0.31%,0
7/03/2001,118.8,120.19,118.6,119.97,1.18,0.99%,0
8/03/2001,119.94,120.41,119.34,119.7,-0.27,-0.23%,0
9/03/2001,119.75,119.88,119.11,119.46,-0.24,-0.20%,0
12/03/2001,119.31,120.68,119.31,120.42,0.96,0.80%,0
13/03/2001,120.45,120.62,119.63,119.66,-0.76,-0.63%,0
14/03/2001,119.64,121.18,119.35,121.02,1.36,1.14%,0
15/03/2001,120.97,122.53,120.52,122.39,1.37,1.13%,0
16/03/2001,122.36,123.14,121.87,123.01,0.62,0.51%,0
19/03/2001,123.05,123.6,122.04,122.88,-0.13,-0.11%,0
20/03/2001,122.87,122.98,122.08,122.12,-0.76,-0.62%,0
21/03/2001,122.1,123.89,122.01,123.41,1.29,1.06%,0
22/03/2001,123.33,124.3,123.05,123.51,0.1,0.08%,0
23/03/2001,123.52,123.75,122.48,122.76,-0.75,-0.61%,0
26/03/2001,122.76,123.78,122.55,122.63,-0.13,-0.11%,0
27/03/2001,122.5,123.34,121.65,122.22,-0.41,-0.33%,0
28/03/2001,122.2,122.74,121.44,122.24,0.02,0.02%,0
29/03/2001,122.26,123.76,122.18,123.7,1.46,1.19%,0
30/03/2001,123.73,126.34,123.23,126.25,2.55,2.06%,0
2/04/2001,126.28,126.81,125.68,126.73,0.48,0.38%,0
3/04/2001,126.72,126.8,125.27,125.55,-1.18,-0.93%,0
4/04/2001,125.45,126.25,124.86,125.47,-0.08,-0.06%,0
5/04/2001,125.36,125.5,123.53,123.98,-1.49,-1.19%,0
6/04/2001,124,125.51,123.79,123.79,-0.19,-0.15%,0
9/04/2001,123.97,125.44,123.97,125,1.21,0.98%,0
10/04/2001,125.05,125.4,124.21,124.35,-0.65,-0.52%,0
11/04/2001,124.3,124.93,123.88,124.76,0.41,0.33%,0
12/04/2001,124.74,124.96,122.97,123.56,-1.2,-0.96%,0
13/04/2001,123.55,124.44,123.55,124.08,0.52,0.42%,0
16/04/2001,124.15,124.93,124.15,124.31,0.23,0.19%,0
17/04/2001,124.29,124.69,123.1,123.21,-1.1,-0.88%,0
18/04/2001,123.24,123.59,122.11,122.11,-1.1,-0.89%,0
19/04/2001,122.07,122.43,120.96,121.03,-1.08,-0.88%,0
20/04/2001,120.94,122.69,120.92,122.37,1.34,1.11%,0
23/04/2001,122.43,122.53,121.18,121.25,-1.12,-0.92%,0
24/04/2001,121.23,122.33,121.13,122.24,0.99,0.82%,0
25/04/2001,122.2,122.66,121.97,122.09,-0.15,-0.12%,0
26/04/2001,122.06,123.53,121.82,123.09,1,0.82%,0
27/04/2001,123.08,124.32,123.08,123.96,0.87,0.71%,0
30/04/2001,124.08,124.18,123.26,123.53,-0.43,-0.35%,0
1/05/2001,123.55,123.66,121.91,121.94,-1.59,-1.29%,0
2/05/2001,121.96,122.52,121.42,121.49,-0.45,-0.37%,0
3/05/2001,121.46,121.81,120.83,121.36,-0.13,-0.11%,0
4/05/2001,121.34,121.47,120.58,121.3,-0.06,-0.05%,0
7/05/2001,121.28,121.8,120.95,121.09,-0.21,-0.17%,0
8/05/2001,121.12,122.11,120.84,121.17,0.08,0.07%,0
9/05/2001,121.16,122.4,121.16,122.12,0.95,0.78%,0
10/05/2001,122.11,122.73,122.04,122.63,0.51,0.42%,0
11/05/2001,122.64,122.83,121.87,122.5,-0.13,-0.11%,0
14/05/2001,122.44,123.35,122.43,123.28,0.78,0.64%,0
15/05/2001,123.27,123.66,123.1,123.4,0.12,0.10%,0
16/05/2001,123.38,124.03,123.1,123.58,0.18,0.15%,0
17/05/2001,123.51,123.53,122.42,122.42,-1.16,-0.94%,0
18/05/2001,122.45,123.78,122.45,123.47,1.05,0.86%,0
21/05/2001,123.51,123.74,122.54,122.6,-0.87,-0.70%,0
22/05/2001,122.63,123.33,122.45,122.75,0.15,0.12%,0
23/05/2001,122.75,122.91,119.44,120.08,-2.67,-2.18%,0
24/05/2001,120.08,120.45,119.03,119.88,-0.2,-0.17%,0
25/05/2001,119.93,120.79,119.82,120.54,0.66,0.55%,0
28/05/2001,120.56,121.17,120.49,121.06,0.52,0.43%,0
29/05/2001,121.03,121.39,120,120.11,-0.95,-0.78%,0
30/05/2001,120.18,120.61,119.95,120.31,0.2,0.17%,0
31/05/2001,120.33,120.6,118.52,119.16,-1.15,-0.96%,0
1/06/2001,119.21,119.33,118.37,119.21,0.05,0.04%,0
4/06/2001,119.17,119.84,118.89,119.25,0.04,0.03%,0
5/06/2001,119.26,120.43,118.78,120.28,1.03,0.86%,0
6/06/2001,120.25,120.82,120.16,120.23,-0.05,-0.04%,0
7/06/2001,120.18,120.3,119.64,120.12,-0.11,-0.09%,0
8/06/2001,120.13,120.98,120.1,120.93,0.81,0.67%,0
11/06/2001,120.92,122.05,120.88,121.89,0.96,0.79%,0
12/06/2001,121.88,122.08,121.56,121.56,-0.33,-0.27%,0
13/06/2001,121.57,122.4,121.57,122.08,0.52,0.43%,0
14/06/2001,122.12,122.23,121.24,121.27,-0.81,-0.66%,0
15/06/2001,121.29,123.22,120.9,122.9,1.63,1.34%,0
18/06/2001,122.99,123.48,122.73,123.31,0.41,0.33%,0
19/06/2001,123.33,123.72,122.72,122.9,-0.41,-0.33%,0
20/06/2001,122.82,124.01,122.59,123.75,0.85,0.69%,0
21/06/2001,123.7,124.57,123.7,124.55,0.8,0.65%,0
22/06/2001,124.52,124.7,123.88,124.48,-0.07,-0.06%,0
25/06/2001,124.42,124.48,123.73,123.8,-0.68,-0.55%,0
26/06/2001,123.79,124.02,123.28,123.82,0.02,0.02%,0
27/06/2001,123.79,124.44,123.75,124.33,0.51,0.41%,0
28/06/2001,124.23,124.97,124.22,124.63,0.3,0.24%,0
29/06/2001,124.66,124.88,123.8,124.72,0.09,0.07%,0
2/07/2001,124.69,124.98,124.21,124.22,-0.5,-0.40%,0
3/07/2001,124.11,124.57,123.69,124.38,0.16,0.13%,0
4/07/2001,124.38,125.03,124.26,124.47,0.09,0.07%,0
5/07/2001,124.45,125.78,124.42,125.68,1.21,0.97%,0
6/07/2001,125.67,126.12,125.48,125.8,0.12,0.10%,0
9/07/2001,125.81,125.97,125.23,125.23,-0.57,-0.45%,0
10/07/2001,125.25,125.86,125.22,125.32,0.09,0.07%,0
11/07/2001,125.3,125.75,123.89,124.33,-0.99,-0.79%,0
12/07/2001,124.33,124.5,123.55,123.77,-0.56,-0.45%,0
13/07/2001,123.79,125,123.79,124.85,1.08,0.87%,0
16/07/2001,124.82,125.49,124.75,125.43,0.58,0.46%,0
