Time,Open,High,Low,Latest,Change,%Change,Volume
2/11/2001,0.9017,0.9074,0.9004,0.9024,-0.0003,-0.03%,0
5/11/2001,0.9017,0.9017,0.894,0.8981,-0.0043,-0.48%,0
6/11/2001,0.8976,0.8993,0.8939,0.8951,-0.003,-0.33%,0
7/11/2001,0.8944,0.9047,0.8935,0.8985,0.0034,0.38%,0
8/11/2001,0.8978,0.8996,0.8902,0.8928,-0.0057,-0.63%,0
9/11/2001,0.8923,0.895,0.8884,0.8943,0.0015,0.17%,0
12/11/2001,0.8946,0.9016,0.8909,0.8945,0.0002,0.02%,0
13/11/2001,0.8942,0.8942,0.8787,0.881,-0.0135,-1.51%,0
14/11/2001,0.88,0.8842,0.8768,0.8832,0.0022,0.25%,0
15/11/2001,0.8825,0.8854,0.8798,0.8822,-0.001,-0.11%,0
16/11/2001,0.8817,0.8865,0.8802,0.8842,0.002,0.23%,0
19/11/2001,0.884,0.8851,0.8762,0.8787,-0.0055,-0.62%,0
20/11/2001,0.8786,0.8842,0.8776,0.883,0.0043,0.49%,0
21/11/2001,0.8831,0.8835,0.875,0.8791,-0.0039,-0.44%,0
22/11/2001,0.8785,0.8794,0.8763,0.8779,-0.0012,-0.14%,0
23/11/2001,0.8776,0.8812,0.8737,0.8781,0.0002,0.02%,0
26/11/2001,0.8781,0.8829,0.877,0.8806,0.0025,0.28%,0
27/11/2001,0.8805,0.8835,0.8772,0.882,0.0014,0.16%,0
28/11/2001,0.8835,0.8879,0.8819,0.8874,0.0054,0.61%,0
29/11/2001,0.8877,0.892,0.8859,0.8886,0.0012,0.14%,0
30/11/2001,0.8868,0.8981,0.885,0.8958,0.0072,0.81%,0
3/12/2001,0.8957,0.8967,0.8892,0.8921,-0.0037,-0.41%,0
4/12/2001,0.8907,0.8922,0.8889,0.89,-0.0021,-0.24%,0
5/12/2001,0.8901,0.8939,0.8846,0.8874,-0.0026,-0.29%,0
6/12/2001,0.8884,0.8953,0.8866,0.8948,0.0074,0.83%,0
7/12/2001,0.8953,0.8953,0.8884,0.8894,-0.0054,-0.60%,0
10/12/2001,0.8898,0.8917,0.8843,0.8897,0.0003,0.03%,0
11/12/2001,0.8909,0.8923,0.8885,0.8916,0.0019,0.21%,0
12/12/2001,0.8927,0.8988,0.892,0.8984,0.0068,0.76%,0
13/12/2001,0.8984,0.8991,0.8921,0.8935,-0.0049,-0.55%,0
14/12/2001,0.8938,0.9055,0.8923,0.9043,0.0108,1.21%,0
17/12/2001,0.9036,0.9081,0.9017,0.9026,-0.0017,-0.19%,0
18/12/2001,0.9022,0.9043,0.8996,0.9028,0.0002,0.02%,0
19/12/2001,0.9038,0.9038,0.8953,0.9,-0.0028,-0.31%,0
20/12/2001,0.9004,0.9015,0.8961,0.9001,0.0001,0.01%,0
